cep,endereco,numero,bairro,cidade,estado,tipo,complemento,pais,valor,area,quartos,suites,salas,garagem,descricao,imagem,piscina,praia,lazer,gourmet,varanda,quadra,elevador,solarium,vendido,comissao,valor_comissao,corretor,data_venda,proprietario,construtora,telefone,festa
58068118,Rua Tiago Nunes dos Santos,515,Gramame,João Pessoa,PB,Terreno,,Brasil,389904.27,232,5,4,3,3,,,True,False,False,True,False,False,False,True,False,0.0,0.0,,,Maria Fernanda Nogueira,0,83997483451,True
58036225,Rua Genebaldo Avelar,791,Aeroclube,João Pessoa,PB,Apartamento,,Brasil,413938.98,104,10,1,3,2,Aceita carro no negócio,,False,False,True,False,False,True,True,False,False,0.0,0.0,,,Rafaela Peixoto,0,83957864119,False
58053004,Rua Comerciante Américo Rodrigues de França,999,Água Fria,João Pessoa,PB,Flat,,Brasil,351251.58,107,4,2,1,5,Aceita permuta,,False,False,False,True,True,False,True,True,True,8.0,28100.1264,Srta. Olivia Alves,25/02/2023,Bianca Campos,0,83976494870,True
58055120,Rua Professora Olívia Pereira Barbosa,824,Mangabeira,João Pessoa,PB,Flat,,Brasil,192662.28,181,7,2,1,1,,,False,True,True,True,True,False,False,False,False,0.0,0.0,,,Sabrina Porto,0,83983082789,True
58090200,Rua Tarcísio Ribeiro da Costa,894,Alto do Mateus,João Pessoa,PB,Flat,,Brasil,68447.03,246,3,4,2,4,,,False,True,False,True,False,False,False,True,True,3.0,2053.4109,Ryan Pires,01/01/2023,João Pedro Souza,0,83997114888,False
58083065,Rua da Produção,174,Indústrias,João Pessoa,PB,Flat,,Brasil,298460.75,216,8,2,3,2,,,False,False,False,True,True,True,False,False,True,10.0,29846.075,Otávio Novaes,21/09/2022,Sr. Gustavo Henrique Azevedo,0,83942606463,True
58065057,Rua Sebastiana Santina de Araújo Ferrreira,507,Planalto Boa Esperança,João Pessoa,PB,Apartamento,,Brasil,401875.69,231,6,4,3,3,Aceita carro no negócio,,False,True,False,True,True,False,False,False,False,0.0,0.0,,,Nina da Luz,0,83952505318,False
58033260,Rua Deputado José Rezende da Costa Filho,644,Brisamar,João Pessoa,PB,Terreno,,Brasil,403974.01,220,3,5,1,4,Aceita permuta,,False,True,True,True,True,True,False,True,True,8.0,32317.9208,Yasmin Barbosa,07/05/2023,Sra. Ana Júlia da Rosa,0,83912426912,False
58066144,Rua Cupiúbas,656,Muçumagro,João Pessoa,PB,Terreno,,Brasil,479778.47,282,7,4,2,3,Aceita permuta,,True,False,False,False,False,False,True,False,True,3.0,14393.3541,Pietra Alves,12/05/2023,Bruna da Mota,0,83955735639,True
58075130,Rua Emídio Marques do Vale,646,Ernesto Geisel,João Pessoa,PB,Apartamento,,Brasil,346918.25,315,2,5,3,1,,,False,True,True,True,True,True,True,True,False,0.0,0.0,,,Laís Gomes,0,83959547328,True
58059401,Rua das Ameixas,895,Mangabeira,João Pessoa,PB,Apartamento,,Brasil,386519.9,147,4,0,2,1,,,False,True,False,False,False,True,False,False,False,0.0,0.0,,,Carolina da Cunha,0,83936920610,False
58081400,Rua Hortêncio Ribeiro de Luna,242,Distrito Industrial,João Pessoa,PB,Apartamento,,Brasil,33134.21,470,5,3,1,5,Aceita permuta,,True,False,True,True,False,True,True,False,True,5.0,1656.7105,João Vitor Duarte,10/05/2023,Ana Beatriz Ramos,0,83922970489,False
58059422,Rua Regina de Oliveira Silva,713,Mangabeira,João Pessoa,PB,Casa,,Brasil,76895.21,241,2,1,2,4,Aceita permuta,,True,False,False,True,False,True,False,False,False,0.0,0.0,,,Vitor Hugo Ribeiro,0,83937565238,True
58045190,Rua Francisco Carneiro de Araújo,973,Cabo Branco,João Pessoa,PB,Flat,,Brasil,102858.21,434,8,1,3,3,,,True,True,False,True,True,False,False,False,False,0.0,0.0,,,Daniela Costela,0,83948594100,True
58053025,Rua Prefeito Francisco de Assis Neves Nóbrega,546,Água Fria,João Pessoa,PB,Terreno,,Brasil,101639.05,338,2,0,2,1,Aceita permuta,,False,False,True,True,False,False,False,False,True,10.0,10163.905,Marcos Vinicius Fogaça,01/06/2023,Gustavo Henrique Moraes,0,83918444648,False
58063014,Rua Francisco Rufino dos Santos,507,Valentina de Figueiredo,João Pessoa,PB,Terreno,,Brasil,439226.07,250,5,1,2,4,,,False,True,False,True,False,False,True,False,False,0.0,0.0,,,Sophie Barbosa,0,83935125781,False
58050150,Rua Jornalista José Maria Santos,593,Castelo Branco,João Pessoa,PB,Apartamento,,Brasil,447662.98,356,3,4,3,2,Aceita carro no negócio,,False,False,False,True,True,False,False,True,True,7.0,31336.4086,Sr. Lorenzo Mendes,26/05/2023,Lucas Ramos,0,83924701346,True
58086140,Rua Nossa Senhora do Desterro,512,Cruz das Armas,João Pessoa,PB,Terreno,,Brasil,353965.62,448,8,3,1,4,Aceita permuta,,False,False,True,False,False,True,False,False,False,0.0,0.0,,,Eduarda da Luz,0,83973755007,False
58045080,Avenida Adolfo Loureiro França,325,Cabo Branco,João Pessoa,PB,Casa,,Brasil,247680.69,481,7,0,3,5,Aceita carro no negócio,,False,True,True,True,False,False,True,True,False,0.0,0.0,,,Carlos Eduardo Freitas,0,83917739711,False
58013900,"Praça João Pessoa, s/n",243,Centro,João Pessoa,PB,Terreno,,Brasil,19566.44,123,10,2,3,3,Aceita permuta,,True,False,True,True,True,False,True,False,True,2.0,391.3288,Cauã Nunes,07/05/2023,Alana Farias,0,8396599544,False
58083591,Rua Cidade de Aparecida,697,Indústrias,João Pessoa,PB,Terreno,,Brasil,283324.91,203,5,4,2,3,Aceita carro no negócio,,True,True,True,True,True,False,False,True,False,0.0,0.0,,,Srta. Eloah Barros,0,83980016170,True
58085970,Avenida Cruz das Armas 958,899,Cruz das Armas,João Pessoa,PB,Terreno,,Brasil,498261.37,151,1,3,1,3,Aceita permuta,,True,True,False,False,True,False,False,True,False,0.0,0.0,,,Davi Lucas Castro,0,839584318,False
58035450,Rua Antonio Cavalcanti de Albuquerque,892,Bessa,João Pessoa,PB,Casa,,Brasil,189705.42,204,1,1,3,5,Aceita carro no negócio,,True,False,True,False,False,True,True,False,False,0.0,0.0,,,Isaac Lima,0,83967173473,True
58074010,Rua Walfredo Guedes Pereira Sobrinho,783,José Américo de Almeida,João Pessoa,PB,Flat,,Brasil,204225.14,257,7,0,1,5,Aceita permuta,,False,False,True,True,True,True,True,False,True,5.0,10211.257,João Miguel da Costa,02/03/2023,Danilo Carvalho,0,83998762478,True
58086230,Rua São Benedito,955,Cruz das Armas,João Pessoa,PB,Terreno,,Brasil,352829.09,327,7,0,2,2,Aceita carro no negócio,,True,False,False,True,False,True,True,False,True,8.0,28226.3272,Enrico Costela,24/05/2023,Arthur Fernandes,0,83943217622,False
58063730,Rua Joaquim Virgolino da Silva,206,Valentina de Figueiredo,João Pessoa,PB,Terreno,,Brasil,2135.64,254,10,2,3,5,Aceita permuta,,True,True,True,True,False,True,False,False,False,0.0,0.0,,,André Sales,0,83984996016,False
58065051,Rua Belém,649,Planalto Boa Esperança,João Pessoa,PB,Casa,,Brasil,174337.01,95,1,4,3,4,,,False,False,False,True,False,False,True,False,True,5.0,8716.8505,Murilo Peixoto,13/04/2023,Clarice Lima,0,8394842643,True
58034040,Rua Francisco Carneiro Sobrinho,676,Brisamar,João Pessoa,PB,Casa,,Brasil,158483.23,184,9,2,1,4,Aceita permuta,,True,False,True,True,True,False,True,True,False,0.0,0.0,,,Dr. Renan Viana,0,83954787828,False
58027733,Rua General Antero de Brito,362,Alto do Céu,João Pessoa,PB,Apartamento,,Brasil,191289.36,478,6,4,1,2,,,True,True,False,True,False,True,False,True,False,0.0,0.0,,,Srta. Mirella Aragão,0,83940351094,True
58037205,Rua Joaquim Mesquita Filho,933,Jardim Oceania,João Pessoa,PB,Terreno,,Brasil,176889.06,347,4,5,1,1,Aceita permuta,,True,True,False,False,False,True,True,False,True,9.0,15920.0154,Caroline Moraes,03/07/2022,Vicente Duarte,0,83918464002,True
58045160,Avenida Buarque,417,Cabo Branco,João Pessoa,PB,Casa,,Brasil,302998.63,236,7,4,3,3,Aceita permuta,,True,True,True,False,True,False,False,True,True,10.0,30299.863,Sr. Luiz Henrique Araújo,23/02/2023,Sarah Moura,0,83943622216,False
58071692,Rua Ysabel Escalabri,811,Cristo Redentor,João Pessoa,PB,Casa,,Brasil,320181.6,86,2,5,3,3,Aceita carro no negócio,,True,True,True,True,True,False,True,False,False,0.0,0.0,,,Eloah das Neves,0,83919503196,True
58079770,Rua Parteira Maria do Patrocínio de Jesus,616,Grotão,João Pessoa,PB,Apartamento,,Brasil,64725.42,233,9,1,1,4,Aceita carro no negócio,,False,True,True,True,True,True,False,True,False,0.0,0.0,,,Isabella Melo,0,83911542943,True
58057265,Rua Sargento Antônio B. Oliveira,118,Mangabeira,João Pessoa,PB,Casa,,Brasil,104157.43,144,7,3,3,5,,,True,False,True,True,False,True,True,True,True,7.0,7291.0201,Carolina Freitas,31/05/2023,Alexandre das Neves,0,83962871325,False
58075508,Rua José Vasconcelos de Carvalho,227,Ernesto Geisel,João Pessoa,PB,Flat,,Brasil,453270.27,376,4,3,1,2,,,True,True,False,False,False,True,False,False,False,0.0,0.0,,,Danilo Silveira,0,83930446798,False
58028330,Rua Mariano Barbosa,298,Ipês,João Pessoa,PB,Casa,,Brasil,238255.53,226,8,1,2,3,Aceita permuta,,False,False,True,False,False,False,False,False,False,0.0,0.0,,,Bryan Costa,0,83924591923,False
58059416,Rua Maria Emília de Sousa Pereira,387,Mangabeira,João Pessoa,PB,Terreno,,Brasil,176586.7,244,5,5,2,2,Aceita carro no negócio,,True,False,True,True,False,True,True,True,True,7.0,12361.069,Samuel Dias,16/01/2023,Isabelly Almeida,0,83937538866,False
58067055,Rua Juvita Guedes de Almeida,320,Gramame,João Pessoa,PB,Terreno,,Brasil,207621.39,482,4,1,2,3,Aceita carro no negócio,,True,False,True,False,True,False,False,True,False,0.0,0.0,,,João Miguel Barbosa,0,83998039294,True
58020745,Praça Professor João Vinagre,519,Tambiá,João Pessoa,PB,Flat,,Brasil,393439.45,206,3,5,3,5,Aceita carro no negócio,,False,True,True,False,True,False,True,False,False,0.0,0.0,,,Evelyn Azevedo,0,83945978036,True
58040410,Avenida Professor Paredes,184,Torre,João Pessoa,PB,Terreno,,Brasil,172221.74,307,5,1,2,3,Aceita carro no negócio,,True,True,True,False,True,False,True,False,False,0.0,0.0,,,Maria Clara Pinto,0,8398512112,True
58010160,Rua Eugênio Toscano,594,Centro,João Pessoa,PB,Terreno,,Brasil,318605.34,464,8,0,3,2,,,True,True,False,False,True,False,False,True,False,0.0,0.0,,,Davi Luiz Ribeiro,0,83926771464,False
58057415,Rua São Pedro,244,Mangabeira,João Pessoa,PB,Apartamento,,Brasil,115116.2,491,4,0,1,5,Aceita carro no negócio,,True,False,False,True,False,True,True,False,False,0.0,0.0,,,Thiago Moraes,0,83921796347,True
58075506,Rua Professora Tércia Bonavides,778,Ernesto Geisel,João Pessoa,PB,Apartamento,,Brasil,37501.74,225,2,2,1,3,Aceita carro no negócio,,True,False,True,False,True,False,True,True,True,1.0,375.0174,Alana Barros,27/04/2023,João Gabriel Araújo,0,8393181374,True
58015675,Vila Santa Joaquina,149,Jaguaribe,João Pessoa,PB,Casa,,Brasil,279257.56,220,9,4,2,2,Aceita carro no negócio,,False,False,False,False,True,True,False,True,True,3.0,8377.7268,Ana Julia Dias,07/03/2023,Laura da Paz,0,83928235982,True
58043170,Rua Domingos Mororó,883,Miramar,João Pessoa,PB,Flat,,Brasil,355967.2,377,4,2,2,4,Aceita permuta,,True,False,True,True,False,True,False,False,False,0.0,0.0,,,Isaac Barros,0,83981714159,True
58083614,Rua Jamaica,899,Indústrias,João Pessoa,PB,Terreno,,Brasil,190714.53,374,7,3,2,3,,,False,True,True,False,True,False,False,True,True,8.0,15257.1624,Sr. João Vitor Lopes,15/05/2023,Diego Castro,0,83939391442,False
58055570,Rua Jornalista Hilton Muniz de Brito,635,Mangabeira,João Pessoa,PB,Terreno,,Brasil,361555.79,284,9,3,2,1,,,False,True,False,True,False,True,False,False,False,0.0,0.0,,,Srta. Emilly Gomes,0,83938627310,False
58082801,Rua Agricultor Almerindo Luiz da Silva,245,Distrito Industrial,João Pessoa,PB,Casa,,Brasil,383752.39,196,8,1,3,2,,,True,True,True,False,False,False,True,True,False,0.0,0.0,,,Mariana da Rosa,0,83979862525,False
58065054,Rua Venâncio Ferreira Ramalho,811,Planalto Boa Esperança,João Pessoa,PB,Apartamento,,Brasil,203059.11,204,8,2,3,4,,,False,True,False,True,False,False,True,True,False,0.0,0.0,,,Vicente Mendes,0,8395305119,False
58038320,Avenida Monteiro da Franca,270,Manaíra,João Pessoa,PB,Flat,,Brasil,81705.98,261,4,0,1,5,Aceita carro no negócio,,False,False,False,False,False,False,False,True,True,10.0,8170.598,Nina Porto,21/03/2023,Pedro Henrique Lima,0,83924808087,True
58051590,Rua Rosa Lima dos Santos,626,Jardim Cidade Universitária,João Pessoa,PB,Casa,,Brasil,376922.43,250,3,3,1,4,Aceita permuta,,True,False,True,False,False,True,False,True,False,0.0,0.0,,,Maria Alice Costela,0,83912501678,False
58031180,Rua José Faustino Cavalcanti,691,Pedro Gondim,João Pessoa,PB,Flat,,Brasil,205660.74,104,6,4,1,5,Aceita carro no negócio,,False,False,True,True,True,False,True,False,True,3.0,6169.8222,Gabriela Gomes,19/06/2022,Luiz Miguel Barros,0,83934906432,False
58062017,Rua Manoel Furtado de Lacerda,978,Paratibe,João Pessoa,PB,Flat,,Brasil,341877.3,301,2,5,2,3,,,False,False,True,True,True,False,True,True,False,0.0,0.0,,,Júlia Araújo,0,83975065168,True
58050085,Rua Delmiro Arnaud Diniz,354,Castelo Branco,João Pessoa,PB,Flat,,Brasil,330511.76,484,1,5,2,3,,,False,False,True,False,True,True,True,True,False,0.0,0.0,,,Sr. Thales Araújo,0,83975262188,False
58074739,Rua Risolêta Barros Correa,149,José Américo de Almeida,João Pessoa,PB,Terreno,,Brasil,265700.15,256,4,1,3,1,Aceita permuta,,True,True,False,True,True,True,False,False,False,0.0,0.0,,,Diego Aragão,0,83928623992,True
58060018,Rua Armando Freire da Silva,545,Barra de Gramame,João Pessoa,PB,Apartamento,,Brasil,309415.16,276,7,0,1,4,Aceita carro no negócio,,True,True,True,False,True,False,False,True,True,7.0,21659.0612,Alexia Viana,26/10/2022,Sr. Enzo Rodrigues,0,83963946788,False
58059748,Rua José Eustaquio da Fonseca,167,Mangabeira,João Pessoa,PB,Flat,,Brasil,309472.65,430,6,0,2,4,Aceita permuta,,True,True,False,True,True,True,False,True,True,7.0,21663.0855,Melissa Silva,25/12/2022,Nicolas Jesus,0,83930826379,False
58046505,Rua Zilda Nunes da Silva,881,Portal do Sol,João Pessoa,PB,Casa,,Brasil,120876.82,138,1,4,1,4,Aceita permuta,,True,False,True,True,False,False,False,True,True,3.0,3626.3046,Isis da Luz,19/04/2023,Ian Cardoso,0,83916041737,True
58070270,Rua da Trindade,911,Cristo Redentor,João Pessoa,PB,Terreno,,Brasil,59294.26,122,7,1,1,3,,,True,True,False,True,True,True,False,True,False,0.0,0.0,,,Luiz Miguel Cavalcanti,0,83971589048,True
58070390,Rua José Gomes da Silveira,731,Cristo Redentor,João Pessoa,PB,Apartamento,,Brasil,362102.12,332,9,0,2,5,Aceita carro no negócio,,False,False,True,True,True,True,False,False,False,0.0,0.0,,,Sr. Vitor Gabriel Alves,0,83917771676,True
58062200,Rua Aposentada Josefa Mesquita da Silva,855,Paratibe,João Pessoa,PB,Apartamento,,Brasil,112740.21,463,2,3,2,1,Aceita permuta,,False,True,False,False,False,False,True,False,True,6.0,6764.4126,Danilo Caldeira,03/06/2023,Daniela da Mata,0,83965410307,True
58040801,Rua Severino Elias Justino,707,Torre,João Pessoa,PB,Apartamento,,Brasil,97354.37,78,4,1,3,1,Aceita carro no negócio,,True,False,False,False,True,False,True,True,False,0.0,0.0,,,Helena Nunes,0,83938810710,True
58045030,Avenida Antônio Lira,386,Cabo Branco,João Pessoa,PB,Flat,,Brasil,304306.07,113,10,0,2,2,Aceita carro no negócio,,True,False,False,True,True,False,False,False,False,0.0,0.0,,,Maria Clara da Costa,0,83912046071,True
58058840,Rua Sebastião da Silva Leal,765,Mangabeira,João Pessoa,PB,Flat,,Brasil,372724.94,274,7,1,1,5,Aceita permuta,,False,False,False,True,True,True,False,True,True,3.0,11181.7482,Eloah Monteiro,14/04/2023,Yuri Gomes,0,8394659600,False
58027090,Rua Maria Madalena Ramalho Bandeira,773,Mandacaru,João Pessoa,PB,Apartamento,,Brasil,77825.32,358,1,4,2,5,Aceita carro no negócio,,True,False,False,False,False,True,True,True,False,0.0,0.0,,,Dra. Mariane Barros,0,83963415768,True
58050050,Avenida Rubens Saldanha,752,Castelo Branco,João Pessoa,PB,Terreno,,Brasil,197638.04,356,1,3,2,1,Aceita carro no negócio,,True,False,True,True,False,True,False,False,False,0.0,0.0,,,Yuri Barbosa,0,83968809661,False
58076670,Rua Oficial de Justiça Orlando Geremias de Lima,877,João Paulo II,João Pessoa,PB,Casa,,Brasil,259087.09,114,3,5,2,4,,,False,True,False,True,False,False,True,True,False,0.0,0.0,,,Catarina Viana,0,83963804655,True
58013072,Rua Treze de Maio,263,Centro,João Pessoa,PB,Apartamento,,Brasil,329069.31,193,5,5,2,1,Aceita carro no negócio,,False,False,True,False,False,False,False,True,False,0.0,0.0,,,Dr. Daniel Castro,0,83991974364,False
58073380,Rua Senador Domício Gondim,712,José Américo de Almeida,João Pessoa,PB,Casa,,Brasil,458672.96,323,9,0,2,4,Aceita carro no negócio,,False,True,False,False,False,True,False,True,False,0.0,0.0,,,Benjamin Cavalcanti,0,83920805164,False
58026073,Rua Pedro Faustino,564,Padre Zé,João Pessoa,PB,Flat,,Brasil,257018.62,306,6,4,3,5,,,True,True,False,True,False,False,True,True,False,0.0,0.0,,,Kevin Costa,0,83929063806,True
58076157,Rua Adaílson da Silva Nunes,462,João Paulo II,João Pessoa,PB,Apartamento,,Brasil,17671.37,133,8,1,2,1,Aceita carro no negócio,,False,True,False,False,False,True,True,True,False,0.0,0.0,,,Dra. Marina Pereira,0,8394223573,False
58059125,Rua Suerda Pacote,793,Mangabeira,João Pessoa,PB,Casa,,Brasil,39406.64,262,9,5,1,4,,,False,True,False,False,False,False,True,True,True,3.0,1182.1992,Ana Beatriz Lopes,16/03/2023,Rebeca Correia,0,8397973893,False
58073198,Rua Adailton Tavares da Silva,763,Cidade dos Colibris,João Pessoa,PB,Terreno,,Brasil,182080.23,141,9,1,3,2,Aceita permuta,,True,False,False,True,True,False,True,True,True,2.0,3641.6046,Dr. Breno Nascimento,06/01/2023,Catarina Barros,0,83941364260,False
58058140,Rua José Claudino Sobrinho,681,Mangabeira,João Pessoa,PB,Apartamento,,Brasil,207238.46,315,5,0,2,1,,,True,False,False,True,True,True,True,False,False,0.0,0.0,,,Pedro Henrique Barros,0,83929010742,True
58088065,Rua Professora Ione de Figueiredo Oliveira Alves,160,Oitizeiro,João Pessoa,PB,Apartamento,,Brasil,194111.88,123,10,1,2,1,Aceita permuta,,False,True,True,True,True,False,True,False,True,10.0,19411.188,Srta. Melissa Martins,02/06/2023,Enzo Barros,0,83968828325,False
58025790,Rua Severino Manoel da Silva,561,Treze de Maio,João Pessoa,PB,Flat,,Brasil,222986.79,353,10,2,3,2,Aceita permuta,,False,False,True,True,True,True,True,False,True,2.0,4459.7358,Luiz Henrique Martins,29/11/2022,Enrico Almeida,0,83928841237,True
58070120,Rua Rangel Travassos,105,Varjão,João Pessoa,PB,Casa,,Brasil,301278.89,386,3,3,3,1,,,False,False,False,False,False,True,False,True,True,9.0,27115.1001,Sr. Calebe Costela,19/05/2023,Pedro Lucas Melo,0,8396016174,False
58090752,Rua Cantor Orlando Silva,982,Alto do Mateus,João Pessoa,PB,Flat,,Brasil,25498.19,107,3,1,1,3,,,False,True,True,False,False,True,False,False,False,0.0,0.0,,,Elisa Silveira,0,83938653415,False
58075490,Rua Estudante Tarcísio de Aguiar,331,Ernesto Geisel,João Pessoa,PB,Flat,,Brasil,463194.7,217,8,2,1,1,Aceita permuta,,True,False,False,True,False,False,False,True,True,7.0,32423.629,Isabelly da Paz,01/10/2022,Srta. Sophie Rezende,0,83984998946,True
58073583,Rua Alaíde Gomes da Silva,491,José Américo de Almeida,João Pessoa,PB,Flat,,Brasil,257670.04,88,7,1,1,3,Aceita carro no negócio,,False,True,False,False,False,True,False,True,False,0.0,0.0,,,Vitória Mendes,0,83967233178,True
58052165,Rua Francisco Timóteo de Souza,658,Jardim Cidade Universitária,João Pessoa,PB,Terreno,,Brasil,265813.84,198,2,5,1,4,Aceita permuta,,False,False,True,False,False,False,True,False,True,2.0,5316.2768,Natália Oliveira,08/01/2023,Breno Nascimento,0,8394044849,False
58013072,Rua Treze de Maio,156,Centro,João Pessoa,PB,Apartamento,,Brasil,168987.12,222,3,2,3,4,Aceita carro no negócio,,True,False,False,True,True,False,True,False,True,6.0,10139.2272,João Pedro Fernandes,17/02/2023,Francisco Ferreira,0,83922902324,True
58011350,Rua Campo Santo,397,Trincheiras,João Pessoa,PB,Casa,,Brasil,469448.19,298,2,5,2,5,,,False,False,True,False,True,False,False,False,True,10.0,46944.819,Ana Carolina Lopes,10/09/2022,Daniela Peixoto,0,83994761832,False
58069315,Rua do Alvorecer,120,Gramame,João Pessoa,PB,Terreno,,Brasil,87960.91,493,4,2,2,4,,,False,False,False,False,True,False,False,False,False,0.0,0.0,,,Marcos Vinicius Pereira,0,8396406621,False
58086330,Favela do Baleado,594,Cruz das Armas,João Pessoa,PB,Apartamento,,Brasil,496248.28,388,3,3,1,3,Aceita permuta,,True,False,False,False,False,True,True,False,False,0.0,0.0,,,Danilo da Rocha,0,83975109534,False
58071620,Rua Antônio Teotônio,202,Cristo Redentor,João Pessoa,PB,Terreno,,Brasil,68317.99,84,8,1,3,5,Aceita carro no negócio,,False,True,False,True,True,True,True,False,True,5.0,3415.8995,Thiago Cavalcanti,25/05/2023,Alana Costela,0,83951665769,False
58040800,Conjunto Padre Hildon Bandeira,915,Torre,João Pessoa,PB,Terreno,,Brasil,395973.42,156,4,4,1,4,Aceita permuta,,False,False,True,True,True,True,True,True,False,0.0,0.0,,,Alexandre Cardoso,0,83927797507,False
58073595,Rua Professora Iracy Ferreira Gomes,942,José Américo de Almeida,João Pessoa,PB,Terreno,,Brasil,285999.69,449,9,4,1,5,Aceita carro no negócio,,False,True,False,True,False,False,False,True,True,10.0,28599.969,João Miguel Silveira,16/01/2023,Pedro Correia,0,83930829302,False
58080540,Rua Osvaldo Travassos Campos,672,Ernani Sátiro,João Pessoa,PB,Casa,,Brasil,280885.17,273,2,3,2,1,Aceita carro no negócio,,False,False,False,False,False,False,False,False,True,10.0,28088.517,Heloísa Silva,13/09/2022,Sra. Vitória Nascimento,0,83972047256,False
58083613,Rua Equador,180,Indústrias,João Pessoa,PB,Terreno,,Brasil,428696.95,175,3,0,1,2,Aceita carro no negócio,,True,False,False,False,True,False,True,False,True,8.0,34295.756,Dr. Yago Barbosa,18/10/2022,Sr. Guilherme da Cruz,0,83923516639,False
58059342,Rua Irene Maria de Lira Silva,406,Mangabeira,João Pessoa,PB,Flat,,Brasil,14341.33,377,9,0,2,4,,,False,True,False,False,False,False,True,False,False,0.0,0.0,,,Dra. Ana Lívia Correia,0,83940848069,True
58081266,Rua Maria de Fátima Alves,158,Costa e Silva,João Pessoa,PB,Terreno,,Brasil,448095.45,442,1,4,2,4,,,False,True,False,False,True,False,True,False,True,5.0,22404.7725,Helena Nogueira,07/03/2023,Melissa Costela,0,83939550933,True
58040590,Rua Tavares Cavalcanti,566,Torre,João Pessoa,PB,Flat,,Brasil,66199.32,318,7,1,3,5,Aceita carro no negócio,,True,True,False,False,True,False,True,False,False,0.0,0.0,,,Dr. Leonardo Santos,0,83939391450,False
58050610,Rua Pedro Barbosa Filho,853,Castelo Branco,João Pessoa,PB,Apartamento,,Brasil,499728.82,157,4,3,3,3,,,True,True,True,False,False,False,False,True,False,0.0,0.0,,,Antônio Viana,0,8393217319,False
58074690,Rua Promotor Severino Dionísio Alves,705,José Américo de Almeida,João Pessoa,PB,Flat,,Brasil,219649.22,207,8,0,2,1,Aceita permuta,,True,True,False,True,True,False,False,False,False,0.0,0.0,,,0,das Neves,83932996610,True
58083005,Rua José Francisco dos Santos,623,Indústrias,João Pessoa,PB,Flat,,Brasil,461892.58,144,1,0,2,2,Aceita carro no negócio,,True,False,True,False,False,True,True,True,True,4.0,18475.7032,Enrico Pereira,09/03/2023,0,Cavalcanti Rocha - EI,83937327222,False
58082064,Rua Aposentado João Francisco de Lira,750,Distrito Industrial,João Pessoa,PB,Terreno,,Brasil,181365.68,409,2,3,1,2,,,True,False,True,False,False,False,True,True,True,10.0,18136.568,Guilherme Cunha,17/03/2023,0,Farias,83987204530,False
58088770,Rua General Pedro Gonçalves de Medeiros,745,Oitizeiro,João Pessoa,PB,Casa,,Brasil,111382.32,168,10,4,3,4,Aceita permuta,,True,False,True,True,False,True,True,True,True,8.0,8910.5856,Pedro Henrique da Rocha,07/11/2022,0,Ramos Rodrigues e Filhos,83939039457,False
58090220,Rua Coronel Joca Velho,432,Alto do Mateus,João Pessoa,PB,Terreno,,Brasil,25238.54,268,7,1,3,5,Aceita permuta,,False,False,True,False,False,False,True,True,False,0.0,0.0,,,0,Farias,83954472054,True
58064530,Rua Wilberto Mendes de Pontes,330,Valentina de Figueiredo,João Pessoa,PB,Flat,,Brasil,320969.73,191,4,3,1,5,,,False,False,False,True,False,False,True,False,False,0.0,0.0,,,0,Barros,83934165708,False
58079070,Rua Agente Fiscal Antônio Ladislau da Silva,869,Funcionários,João Pessoa,PB,Terreno,,Brasil,395404.12,106,9,5,2,1,,,False,True,True,False,True,False,False,True,True,4.0,15816.1648,Luiz Gustavo Barros,12/11/2022,0,Alves - EI,83948792776,True
58063011,Rua Doutor Francisco Gomes Beltrão,709,Valentina de Figueiredo,João Pessoa,PB,Terreno,,Brasil,171936.14,129,9,0,3,5,Aceita carro no negócio,,True,True,False,True,True,True,False,False,True,6.0,10316.1684,Carlos Eduardo Costa,24/05/2023,0,Peixoto,83986397330,False
58090035,Rua Maria de Araújo Tavares,383,Alto do Mateus,João Pessoa,PB,Terreno,,Brasil,355639.64,255,3,4,2,3,Aceita carro no negócio,,True,False,False,False,False,True,True,False,False,0.0,0.0,,,0,Farias da Rocha - EI,83950003601,True
58028200,Rua Epitácio de Brito,629,Ipês,João Pessoa,PB,Flat,,Brasil,182851.62,229,1,2,2,5,Aceita permuta,,True,False,True,False,False,False,True,True,False,0.0,0.0,,,0,Rezende,83982033174,True
58065006,Rua Recife,270,Planalto Boa Esperança,João Pessoa,PB,Casa,,Brasil,390394.4,286,10,5,3,5,Aceita permuta,,False,False,True,False,True,False,False,True,True,8.0,31231.552,Daniel Oliveira,20/05/2023,0,Moura da Cruz e Filhos,83923352007,True
58010450,Rua Gama e Melo,892,Varadouro,João Pessoa,PB,Casa,,Brasil,277472.55,404,7,2,1,5,Aceita carro no negócio,,False,True,False,True,True,True,False,False,False,0.0,0.0,,,0,Gonçalves Moraes S/A,83937251950,True
58040184,Vila Joana D'Arc,938,Torre,João Pessoa,PB,Apartamento,,Brasil,294198.94,500,3,1,2,2,,,True,False,True,False,True,False,False,False,False,0.0,0.0,,,0,Costa,83981805757,True
58080822,Rua Antônio Ferreira da Silva,228,Ernani Sátiro,João Pessoa,PB,Terreno,,Brasil,125511.2,84,3,1,3,3,Aceita permuta,,True,False,False,True,True,True,False,False,False,0.0,0.0,,,0,Vieira e Filhos,83946350985,True
